sample,lang,fips,state,cregion,eminuse,intmob,smart1,pial2,pial3,SmartPhone,employ,par,sex,age,educ2,hisp,race,inc,income,party,iphoneuse,hphoneuse
Landline,English,"PIERCE, WA",Washington,West,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,77,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Independent,Dual,Dual HH
Landline,English,"JEFFERSON, CO",Colorado,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Male,97 or older,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Don't know/Refused (VOL.),"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Landline,English,"ALAMEDA, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,19,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$10,000 to under $20,000",Under $30K,Independent,Dual,Dual HH
Landline,English,"KING, WA",Washington,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,39,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$150,000 or over",$75K+,Independent,Dual,Dual HH
Landline,English,"FRESNO, CA",California,West,Yes,Yes,,"No, did not use internet/email yesterday",,No cell,Not employed,No,Female,70,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$30,000 to under $40,000",$30K-LT $50K,Independent,llo,Dual HH
Landline,English,"VENTURA, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Yes,Male,28,"Some college, no degree (includes some community college)",No,White,"$20,000 to under $30,000",Under $30K,Independent,Dual,Dual HH
Landline,Spanish,"MARICOPA, AZ",Arizona,West,No,No,,,,No cell,Employed full-time,No,Female,66,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Yes,Don't know/Refused (VOL.),"$10,000 to under $20,000",Under $30K,Democrat,llo,LLO HH
Landline,English,"LAKE, IN",Indiana,Midwest,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Male,70,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Landline,English,"MARICOPA, AZ",Arizona,West,No,No,,,,No cell,Not employed,No,Male,52,Two year associate degree from a college or university,No,White,"Less than $10,000",Under $30K,Republican,llo,Dual HH
Landline,English,"SAN JUAN, WA",Washington,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,72,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000",$75K+,Independent,Dual,Dual HH
Landline,English,"SANTA CLARA, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,32,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Asian or Pacific Islander,"$150,000 or over",$75K+,Independent,Dual,Dual HH
Landline,English,"ARAPAHOE, CO",Colorado,West,Yes,No,Not sure/Don't know,"Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Male,80,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Yes,White,"$30,000 to under $40,000",$30K-LT $50K,No preference (VOL.),Dual,Dual HH
Landline,English,"SAN MATEO, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,52,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,Don't know/Refused (VOL.),$75K+,Democrat,Dual,Dual HH
Landline,English,"LOS ANGELES, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,20,"Some college, no degree (includes some community college)",No,White,"$150,000 or over",$75K+,Republican,Dual,Dual HH
Landline,English,"ORANGE, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,63,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$150,000 or over",$75K+,Republican,Dual,Dual HH
Landline,English,"FRANKLIN, WA",Washington,West,No,No,,,,No cell,Not employed,No,Male,66,Two year associate degree from a college or university,No,White,"$20,000 to under $30,000",Under $30K,Independent,llo,LLO HH
Landline,English,"MULTNOMAH, OR",Oregon,West,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,67,Two year associate degree from a college or university,No,White,"$30,000 to under $40,000",$30K-LT $50K,Republican,Dual,Dual HH
Landline,English,"SANTA CLARA, CA",California,West,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,92,"Some postgraduate or professional schooling, no postgraduate degree",No,White,Don't know/Refused (VOL.),Undesignated,Independent,Dual,Dual HH
Landline,Spanish,"LOS ANGELES, CA",California,West,No,No,,,,No cell,Not employed,No,Female,72,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Yes,White,Don't know/Refused (VOL.),Undesignated,Democrat,llo,LLO HH
Landline,English,"SAN LUIS OBISPO, CA",California,West,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,67,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$20,000 to under $30,000",Under $30K,Independent,Dual,Dual HH
Landline,English,"HILLSBOROUGH, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,69,Two year associate degree from a college or university,No,White,"$20,000 to under $30,000",Under $30K,Republican,Dual,Dual HH
Landline,English,"FAIRFAX, VA",Virginia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,54,"Some college, no degree (includes some community college)",No,White,"$150,000 or over",$75K+,Democrat,Dual,Dual HH
Landline,English,"NEW HAVEN, CT",Connecticut,Northeast,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,65,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$150,000 or over",$75K+,Democrat,Dual,Dual HH
Landline,English,"OCEAN, NJ",New Jersey,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,68,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$100,000 to under $150,000",$75K+,Democrat,Dual,Dual HH
Landline,English,"HARDIN, KY",Kentucky,South,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,55,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$100,000 to under $150,000",$75K+,Republican,Dual,Dual HH
Landline,English,"NORFOLK, MA",Massachusetts,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,18,"Some college, no degree (includes some community college)",No,White,Don't know/Refused (VOL.),$75K+,Independent,Dual,Dual HH
Landline,English,"LEBANON, PA",Pennsylvania,Northeast,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Employed full-time,No,Male,56,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,Dual,Dual HH
Landline,English,"YORK, PA",Pennsylvania,Northeast,No,No,,,,No cell,Employed part-time,No,Male,66,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Democrat,llo,Dual HH
Landline,English,"KENT, MI",Michigan,Midwest,No,No,,,,No cell,Not employed,No,Female,84,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000",Under $30K,Democrat,llo,LLO HH
Landline,English,"OCEAN, NJ",New Jersey,Northeast,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,65,"Some college, no degree (includes some community college)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Independent,Dual,Dual HH
Landline,English,"LANCASTER, PA",Pennsylvania,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,39,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000",$75K+,Independent,Dual,Dual HH
Landline,English,"FAIRFAX, VA",Virginia,South,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed part-time,Yes,Male,55,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Yes,Other (SPECIFY),Don't know/Refused (VOL.),$75K+,Independent,Dual,Dual HH
Landline,English,"LAKE, IN",Indiana,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,40,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,Don't know/Refused (VOL.),Undesignated,Democrat,Dual,Dual HH
Landline,English,"HILLSBOROUGH, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,Yes,Female,50,Two year associate degree from a college or university,No,White,Don't know/Refused (VOL.),Undesignated,Democrat,Dual,Dual HH
Landline,English,"SEWARD, KS",Kansas,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,51,Two year associate degree from a college or university,No,White,"$100,000 to under $150,000",$75K+,Independent,Dual,Dual HH
Landline,English,"WHITE, TN",Tennessee,South,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Male,25,High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),Under $30K,Independent,Dual,Dual HH
Landline,English,"GALVESTON, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,58,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,Don't know/Refused (VOL.),Undesignated,Republican,Dual,Dual HH
Landline,Spanish,"TARRANT, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Yes,Female,40,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Yes,White,"$30,000 to under $40,000",$30K-LT $50K,Independent,Dual,Dual HH
Landline,Spanish,"WEBB, TX",Texas,South,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,80,Less than high school (Grades 1-8 or no formal schooling),Yes,White,Don't know/Refused (VOL.),Undesignated,Don't know/Refused (VOL.),Dual,Dual HH
Landline,English,"SUFFOLK, NY",New York,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,Yes,Female,51,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Landline,Spanish,"FULTON, GA",Georgia,South,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Employed full-time,No,Female,46,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$10,000 to under $20,000",Under $30K,Independent,Dual,Dual HH
Landline,English,"SEBASTIAN, AR",Arkansas,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Not employed,No,Female,64,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$75,000 to under $100,000",$75K+,Republican,Dual,Dual HH
Landline,English,"KINGS, NY",New York,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,28,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over",$75K+,Independent,Dual,Dual HH
Landline,English,"RICE, MN",Minnesota,Midwest,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Employed full-time,No,Male,55,"Some college, no degree (includes some community college)",No,White,"$40,000 to under $50,000",$30K-LT $50K,No preference (VOL.),Dual,Dual HH
Landline,English,"WAYNE, MI",Michigan,Midwest,Yes,No,,"Yes, used internet/email yesterday","Yes, used at home",No cell,Employed part-time,No,Female,61,High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),Undesignated,Independent,llo,Dual HH
Landline,English,"WELD, CO",Colorado,West,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,Refused (VOL.),"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Undesignated,Independent,Dual,Dual HH
Landline,English,"SAN DIEGO, CA",California,West,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed full-time,No,Male,60,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$100,000 to under $150,000",$75K+,Republican,Dual,Dual HH
Landline,English,"SACRAMENTO, CA",California,West,Yes,No,,"No, did not use internet/email yesterday",,No cell,Employed part-time,No,Female,74,"Some college, no degree (includes some community college)",No,White,"$75,000 to under $100,000",$75K+,Democrat,llo,Dual HH
Landline,English,"THURSTON, WA",Washington,West,Yes,No,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,72,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,Don't know/Refused (VOL.),Undesignated,Democrat,Dual,Dual HH
Landline,English,"DENVER, CO",Colorado,West,Yes,Yes,,"Yes, used internet/email yesterday","Yes, used at home",No cell,Employed part-time,Yes,Female,28,"Some college, no degree (includes some community college)",No,White,"$20,000 to under $30,000",Under $30K,Independent,llo,Dual HH
